TransactionNo,TransactionNo,Items,DateTime,Daypart,DayType
3895,3895,Coffee,12/28/2016 11:57,Morning,Weekday
3895,3895,Bread,12/28/2016 11:57,Morning,Weekday
3895,3895,Cake,12/28/2016 11:57,Morning,Weekday
3895,3895,Bread,12/28/2016 11:57,Morning,Weekday
3896,3896,Bread,12/28/2016 12:00,Afternoon,Weekday
3897,3897,Muesli,12/28/2016 12:01,Afternoon,Weekday
3897,3897,Bread,12/28/2016 12:01,Afternoon,Weekday
3898,3898,Coffee,12/28/2016 12:03,Afternoon,Weekday
3898,3898,Coffee,12/28/2016 12:03,Afternoon,Weekday
3898,3898,Bread,12/28/2016 12:03,Afternoon,Weekday
3899,3899,Coffee,12/28/2016 12:17,Afternoon,Weekday
3900,3900,Coffee,12/28/2016 12:26,Afternoon,Weekday
3901,3901,Bread,12/28/2016 13:22,Afternoon,Weekday
3901,3901,Coffee,12/28/2016 13:22,Afternoon,Weekday
3902,3902,Coffee,12/28/2016 13:22,Afternoon,Weekday
3903,3903,Tea,12/28/2016 13:40,Afternoon,Weekday
3904,3904,Tea,12/28/2016 13:40,Afternoon,Weekday
3905,3905,Bread,12/28/2016 13:46,Afternoon,Weekday
3905,3905,Crisps,12/28/2016 13:46,Afternoon,Weekday
3905,3905,Juice,12/28/2016 13:46,Afternoon,Weekday
3905,3905,Coffee,12/28/2016 13:46,Afternoon,Weekday
3905,3905,Hot chocolate,12/28/2016 13:46,Afternoon,Weekday
3905,3905,Truffles,12/28/2016 13:46,Afternoon,Weekday
3906,3906,Cake,12/28/2016 13:53,Afternoon,Weekday
3907,3907,Fudge,12/28/2016 14:03,Afternoon,Weekday
3908,3908,Coffee,12/28/2016 14:07,Afternoon,Weekday
3908,3908,Tea,12/28/2016 14:07,Afternoon,Weekday
3909,3909,Coffee,12/28/2016 14:34,Afternoon,Weekday
3909,3909,Juice,12/28/2016 14:34,Afternoon,Weekday
3909,3909,Coffee,12/28/2016 14:34,Afternoon,Weekday
3909,3909,Coke,12/28/2016 14:34,Afternoon,Weekday
3909,3909,Sandwich,12/28/2016 14:34,Afternoon,Weekday
3909,3909,Sandwich,12/28/2016 14:34,Afternoon,Weekday
3910,3910,Sandwich,12/28/2016 14:42,Afternoon,Weekday
3910,3910,Sandwich,12/28/2016 14:42,Afternoon,Weekday
3911,3911,Bread,12/28/2016 15:04,Afternoon,Weekday
3912,3912,Coffee,12/28/2016 15:07,Afternoon,Weekday
3912,3912,Bread,12/28/2016 15:07,Afternoon,Weekday
3913,3913,Bread,12/28/2016 15:13,Afternoon,Weekday
3913,3913,Coffee,12/28/2016 15:13,Afternoon,Weekday
3914,3914,Bread,12/28/2016 15:15,Afternoon,Weekday
3915,3915,Coffee,12/28/2016 15:23,Afternoon,Weekday
3916,3916,Coffee,12/28/2016 16:00,Afternoon,Weekday
3916,3916,Coffee,12/28/2016 16:00,Afternoon,Weekday
3916,3916,Hot chocolate,12/28/2016 16:00,Afternoon,Weekday
3916,3916,Cake,12/28/2016 16:00,Afternoon,Weekday
3916,3916,Cake,12/28/2016 16:00,Afternoon,Weekday
3917,3917,Sandwich,12/28/2016 16:19,Afternoon,Weekday
3917,3917,Coffee,12/28/2016 16:19,Afternoon,Weekday
3917,3917,Hot chocolate,12/28/2016 16:19,Afternoon,Weekday
3917,3917,Cookies,12/28/2016 16:19,Afternoon,Weekday
3917,3917,Crisps,12/28/2016 16:19,Afternoon,Weekday
3917,3917,Bare Popcorn,12/28/2016 16:19,Afternoon,Weekday
3917,3917,Coffee,12/28/2016 16:19,Afternoon,Weekday
3918,3918,Coffee,12/28/2016 16:20,Afternoon,Weekday
3919,3919,Hot chocolate,12/28/2016 16:24,Afternoon,Weekday
3919,3919,Hot chocolate,12/28/2016 16:24,Afternoon,Weekday
3920,3920,Coffee,12/29/2016 8:53,Morning,Weekday
3921,3921,Bread,12/29/2016 9:20,Morning,Weekday
3922,3922,Coffee,12/29/2016 9:53,Morning,Weekday
3923,3923,Coffee,12/29/2016 9:53,Morning,Weekday
3924,3924,Tea,12/29/2016 10:19,Morning,Weekday
3924,3924,Bread,12/29/2016 10:19,Morning,Weekday
3925,3925,Bread,12/29/2016 10:20,Morning,Weekday
3926,3926,Coffee,12/29/2016 10:39,Morning,Weekday
3926,3926,Hot chocolate,12/29/2016 10:39,Morning,Weekday
3926,3926,Bread,12/29/2016 10:39,Morning,Weekday
3927,3927,Bread,12/29/2016 10:45,Morning,Weekday
3928,3928,Bread,12/29/2016 10:47,Morning,Weekday
3928,3928,Bread,12/29/2016 10:47,Morning,Weekday
3929,3929,Tea,12/29/2016 10:49,Morning,Weekday
3929,3929,Medialuna,12/29/2016 10:49,Morning,Weekday
3929,3929,Bread,12/29/2016 10:49,Morning,Weekday
3930,3930,Medialuna,12/29/2016 10:52,Morning,Weekday
3930,3930,Pastry,12/29/2016 10:52,Morning,Weekday
3930,3930,Coffee,12/29/2016 10:52,Morning,Weekday
3930,3930,Coffee,12/29/2016 10:52,Morning,Weekday
3930,3930,Toast,12/29/2016 10:52,Morning,Weekday
3931,3931,Medialuna,12/29/2016 10:55,Morning,Weekday
3932,3932,Bread,12/29/2016 11:00,Morning,Weekday
3933,3933,Farm House,12/29/2016 11:15,Morning,Weekday
3934,3934,Coffee,12/29/2016 11:35,Morning,Weekday
3934,3934,Coffee,12/29/2016 11:35,Morning,Weekday
3934,3934,Pastry,12/29/2016 11:35,Morning,Weekday
3934,3934,Toast,12/29/2016 11:35,Morning,Weekday
3935,3935,Coffee,12/29/2016 11:45,Morning,Weekday
3935,3935,Cookies,12/29/2016 11:45,Morning,Weekday
3935,3935,Bread,12/29/2016 11:45,Morning,Weekday
3936,3936,Cake,12/29/2016 11:48,Morning,Weekday
3936,3936,Bread,12/29/2016 11:48,Morning,Weekday
3936,3936,Jammie Dodgers,12/29/2016 11:48,Morning,Weekday
3936,3936,Coffee,12/29/2016 11:48,Morning,Weekday
3936,3936,Tea,12/29/2016 11:48,Morning,Weekday
3936,3936,Coffee,12/29/2016 11:48,Morning,Weekday
3937,3937,Coffee,12/29/2016 11:59,Morning,Weekday
3937,3937,Coffee,12/29/2016 11:59,Morning,Weekday
3937,3937,Smoothies,12/29/2016 11:59,Morning,Weekday
3937,3937,Toast,12/29/2016 11:59,Morning,Weekday
3938,3938,Coffee,12/29/2016 11:59,Morning,Weekday
3938,3938,Coffee,12/29/2016 11:59,Morning,Weekday
3938,3938,Smoothies,12/29/2016 11:59,Morning,Weekday
3938,3938,Toast,12/29/2016 11:59,Morning,Weekday
3939,3939,Toast,12/29/2016 12:00,Afternoon,Weekday
3939,3939,Coffee,12/29/2016 12:00,Afternoon,Weekday
3939,3939,Smoothies,12/29/2016 12:00,Afternoon,Weekday
3940,3940,Bread,12/29/2016 12:03,Afternoon,Weekday
3941,3941,Bread,12/29/2016 12:06,Afternoon,Weekday
3941,3941,Bread,12/29/2016 12:06,Afternoon,Weekday
3942,3942,Bread,12/29/2016 12:10,Afternoon,Weekday
3942,3942,Coffee,12/29/2016 12:10,Afternoon,Weekday
3943,3943,Fudge,12/29/2016 12:28,Afternoon,Weekday
3943,3943,Bread,12/29/2016 12:28,Afternoon,Weekday
3943,3943,Coffee,12/29/2016 12:28,Afternoon,Weekday
3943,3943,Bread,12/29/2016 12:28,Afternoon,Weekday
3943,3943,Cake,12/29/2016 12:28,Afternoon,Weekday
3944,3944,Bread,12/29/2016 12:33,Afternoon,Weekday
3944,3944,Pastry,12/29/2016 12:33,Afternoon,Weekday
3945,3945,Tea,12/29/2016 12:45,Afternoon,Weekday
3945,3945,Frittata,12/29/2016 12:45,Afternoon,Weekday
3946,3946,Sandwich,12/29/2016 12:53,Afternoon,Weekday
3946,3946,Coffee,12/29/2016 12:53,Afternoon,Weekday
3946,3946,Bread,12/29/2016 12:53,Afternoon,Weekday
3947,3947,Bread,12/29/2016 12:58,Afternoon,Weekday
3948,3948,Coffee,12/29/2016 13:04,Afternoon,Weekday
3948,3948,Hot chocolate,12/29/2016 13:04,Afternoon,Weekday
3948,3948,Bread,12/29/2016 13:04,Afternoon,Weekday
3949,3949,Bread,12/29/2016 13:16,Afternoon,Weekday
3949,3949,Bread,12/29/2016 13:16,Afternoon,Weekday
3949,3949,Juice,12/29/2016 13:16,Afternoon,Weekday
3949,3949,Juice,12/29/2016 13:16,Afternoon,Weekday
3950,3950,Coffee,12/29/2016 13:20,Afternoon,Weekday
3951,3951,Hot chocolate,12/29/2016 13:30,Afternoon,Weekday
3951,3951,Bread,12/29/2016 13:30,Afternoon,Weekday
3952,3952,Coffee,12/29/2016 13:35,Afternoon,Weekday
3952,3952,Coffee,12/29/2016 13:35,Afternoon,Weekday
3952,3952,Juice,12/29/2016 13:35,Afternoon,Weekday
3952,3952,Sandwich,12/29/2016 13:35,Afternoon,Weekday
3952,3952,Cake,12/29/2016 13:35,Afternoon,Weekday
3952,3952,Bread,12/29/2016 13:35,Afternoon,Weekday
3952,3952,Lemon and coconut,12/29/2016 13:35,Afternoon,Weekday
3953,3953,Bread,12/29/2016 13:37,Afternoon,Weekday
3954,3954,Hearty & Seasonal,12/29/2016 13:39,Afternoon,Weekday
3954,3954,Coffee,12/29/2016 13:39,Afternoon,Weekday
3954,3954,Coffee,12/29/2016 13:39,Afternoon,Weekday
3955,3955,Medialuna,12/29/2016 13:39,Afternoon,Weekday
3956,3956,Coffee,12/29/2016 13:40,Afternoon,Weekday
3956,3956,Coffee,12/29/2016 13:40,Afternoon,Weekday
3957,3957,Bread,12/29/2016 13:41,Afternoon,Weekday
3957,3957,Pastry,12/29/2016 13:41,Afternoon,Weekday
3958,3958,Pastry,12/29/2016 13:54,Afternoon,Weekday
3958,3958,Bread,12/29/2016 13:54,Afternoon,Weekday
3958,3958,Cake,12/29/2016 13:54,Afternoon,Weekday
3959,3959,Scandinavian,12/29/2016 14:13,Afternoon,Weekday
3960,3960,Coke,12/29/2016 14:14,Afternoon,Weekday
3960,3960,Tea,12/29/2016 14:14,Afternoon,Weekday
3960,3960,Hot chocolate,12/29/2016 14:14,Afternoon,Weekday
3960,3960,Medialuna,12/29/2016 14:14,Afternoon,Weekday
3961,3961,Coffee,12/29/2016 14:24,Afternoon,Weekday
3962,3962,Jammie Dodgers,12/29/2016 14:24,Afternoon,Weekday
3962,3962,Bread,12/29/2016 14:24,Afternoon,Weekday
3964,3964,Medialuna,12/29/2016 14:27,Afternoon,Weekday
3964,3964,Coffee,12/29/2016 14:27,Afternoon,Weekday
3964,3964,Coffee,12/29/2016 14:27,Afternoon,Weekday
3965,3965,Coffee,12/29/2016 14:28,Afternoon,Weekday
3965,3965,Bread,12/29/2016 14:28,Afternoon,Weekday
3966,3966,Hot chocolate,12/29/2016 14:30,Afternoon,Weekday
3966,3966,Coffee,12/29/2016 14:30,Afternoon,Weekday
3967,3967,Coffee,12/29/2016 14:35,Afternoon,Weekday
3967,3967,Bread,12/29/2016 14:35,Afternoon,Weekday
3967,3967,Juice,12/29/2016 14:35,Afternoon,Weekday
3967,3967,Truffles,12/29/2016 14:35,Afternoon,Weekday
3967,3967,Frittata,12/29/2016 14:35,Afternoon,Weekday
3967,3967,Cookies,12/29/2016 14:35,Afternoon,Weekday
3967,3967,Crisps,12/29/2016 14:35,Afternoon,Weekday
3968,3968,Bread,12/29/2016 14:35,Afternoon,Weekday
3969,3969,Coffee,12/29/2016 14:43,Afternoon,Weekday
3969,3969,Coffee,12/29/2016 14:43,Afternoon,Weekday
3969,3969,Cake,12/29/2016 14:43,Afternoon,Weekday
3969,3969,Frittata,12/29/2016 14:43,Afternoon,Weekday
3970,3970,Jammie Dodgers,12/29/2016 14:44,Afternoon,Weekday
3971,3971,Bread,12/29/2016 14:46,Afternoon,Weekday
3971,3971,Coffee,12/29/2016 14:46,Afternoon,Weekday
3971,3971,Cake,12/29/2016 14:46,Afternoon,Weekday
3972,3972,Bread,12/29/2016 14:50,Afternoon,Weekday
3972,3972,Coffee,12/29/2016 14:50,Afternoon,Weekday
3972,3972,Cake,12/29/2016 14:50,Afternoon,Weekday
3974,3974,Jam,12/29/2016 15:12,Afternoon,Weekday
3975,3975,Bread,12/29/2016 15:35,Afternoon,Weekday
3975,3975,Coffee,12/29/2016 15:35,Afternoon,Weekday
3976,3976,Coffee,12/29/2016 15:36,Afternoon,Weekday
3976,3976,Hot chocolate,12/29/2016 15:36,Afternoon,Weekday
3976,3976,Toast,12/29/2016 15:36,Afternoon,Weekday
3977,3977,Coffee,12/29/2016 15:52,Afternoon,Weekday
3978,3978,Coffee,12/29/2016 16:06,Afternoon,Weekday
3979,3979,Hot chocolate,12/29/2016 16:10,Afternoon,Weekday
3979,3979,Bread,12/29/2016 16:10,Afternoon,Weekday
3980,3980,Bread,12/29/2016 16:18,Afternoon,Weekday
3980,3980,Coffee,12/29/2016 16:18,Afternoon,Weekday
3981,3981,Bread,12/29/2016 16:51,Afternoon,Weekday
3981,3981,Hot chocolate,12/29/2016 16:51,Afternoon,Weekday
3981,3981,Cake,12/29/2016 16:51,Afternoon,Weekday
3982,3982,Hot chocolate,12/29/2016 17:13,Evening,Weekday
3982,3982,Coffee,12/29/2016 17:13,Evening,Weekday
3982,3982,Cookies,12/29/2016 17:13,Evening,Weekday
3982,3982,Medialuna,12/29/2016 17:13,Evening,Weekday
3982,3982,Cookies,12/29/2016 17:13,Evening,Weekday
3983,3983,Hot chocolate,12/30/2016 9:26,Morning,Weekday
3983,3983,Medialuna,12/30/2016 9:26,Morning,Weekday
3983,3983,Pastry,12/30/2016 9:26,Morning,Weekday
3984,3984,Bread,12/30/2016 10:14,Morning,Weekday
3984,3984,Bread,12/30/2016 10:14,Morning,Weekday
3985,3985,Coffee,12/30/2016 10:17,Morning,Weekday
3985,3985,Juice,12/30/2016 10:17,Morning,Weekday
3985,3985,Cake,12/30/2016 10:17,Morning,Weekday
3985,3985,Vegan mincepie,12/30/2016 10:17,Morning,Weekday
3986,3986,Medialuna,12/30/2016 10:23,Morning,Weekday
3986,3986,Coffee,12/30/2016 10:23,Morning,Weekday
3987,3987,Muesli,12/30/2016 10:45,Morning,Weekday
3988,3988,Bread,12/30/2016 11:03,Morning,Weekday
3988,3988,Coffee,12/30/2016 11:03,Morning,Weekday
3988,3988,Frittata,12/30/2016 11:03,Morning,Weekday
3988,3988,Farm House,12/30/2016 11:03,Morning,Weekday
3989,3989,Bread,12/30/2016 11:04,Morning,Weekday
3990,3990,Coffee,12/30/2016 11:07,Morning,Weekday
3990,3990,Muesli,12/30/2016 11:07,Morning,Weekday
3991,3991,Tea,12/30/2016 11:08,Morning,Weekday
3992,3992,Bread,12/30/2016 11:33,Morning,Weekday
3992,3992,Sandwich,12/30/2016 11:33,Morning,Weekday
3992,3992,Pastry,12/30/2016 11:33,Morning,Weekday
3992,3992,Bread,12/30/2016 11:33,Morning,Weekday
3993,3993,Sandwich,12/30/2016 11:44,Morning,Weekday
3993,3993,Hot chocolate,12/30/2016 11:44,Morning,Weekday
3994,3994,Coffee,12/30/2016 11:45,Morning,Weekday
3994,3994,Tea,12/30/2016 11:45,Morning,Weekday
3994,3994,Toast,12/30/2016 11:45,Morning,Weekday
3995,3995,Sandwich,12/30/2016 11:48,Morning,Weekday
3995,3995,Tea,12/30/2016 11:48,Morning,Weekday
3995,3995,Coffee,12/30/2016 11:48,Morning,Weekday
3996,3996,Hot chocolate,12/30/2016 12:01,Afternoon,Weekday
3996,3996,Coffee,12/30/2016 12:01,Afternoon,Weekday
3996,3996,Lemon and coconut,12/30/2016 12:01,Afternoon,Weekday
3997,3997,Bread,12/30/2016 12:05,Afternoon,Weekday
3997,3997,Coffee,12/30/2016 12:05,Afternoon,Weekday
3998,3998,Coffee,12/30/2016 12:14,Afternoon,Weekday
3998,3998,Cake,12/30/2016 12:14,Afternoon,Weekday
3999,3999,Medialuna,12/30/2016 12:28,Afternoon,Weekday
3999,3999,The Nomad,12/30/2016 12:28,Afternoon,Weekday
3999,3999,Bread,12/30/2016 12:28,Afternoon,Weekday
4000,4000,Coffee,12/30/2016 12:31,Afternoon,Weekday
4001,4001,Coffee,12/30/2016 12:31,Afternoon,Weekday
4002,4002,Hot chocolate,12/30/2016 12:32,Afternoon,Weekday
4002,4002,Hot chocolate,12/30/2016 12:32,Afternoon,Weekday
4003,4003,Farm House,12/30/2016 13:08,Afternoon,Weekday
4004,4004,Sandwich,12/30/2016 13:12,Afternoon,Weekday
4004,4004,Tea,12/30/2016 13:12,Afternoon,Weekday
4005,4005,Bread,12/30/2016 13:18,Afternoon,Weekday
4006,4006,Coffee,12/30/2016 13:24,Afternoon,Weekday
4006,4006,Smoothies,12/30/2016 13:24,Afternoon,Weekday
4006,4006,Frittata,12/30/2016 13:24,Afternoon,Weekday
4007,4007,Coffee,12/30/2016 13:27,Afternoon,Weekday
4008,4008,Bread,12/30/2016 13:28,Afternoon,Weekday
4008,4008,Pastry,12/30/2016 13:28,Afternoon,Weekday
4008,4008,Bread,12/30/2016 13:28,Afternoon,Weekday
4009,4009,Coffee,12/30/2016 13:34,Afternoon,Weekday
4009,4009,Toast,12/30/2016 13:34,Afternoon,Weekday
4009,4009,Bread,12/30/2016 13:34,Afternoon,Weekday
4010,4010,Coffee,12/30/2016 13:41,Afternoon,Weekday
4011,4011,Coffee,12/30/2016 13:43,Afternoon,Weekday
4011,4011,Jammie Dodgers,12/30/2016 13:43,Afternoon,Weekday
4011,4011,Bread,12/30/2016 13:43,Afternoon,Weekday
4012,4012,Coke,12/30/2016 13:45,Afternoon,Weekday
4012,4012,Sandwich,12/30/2016 13:45,Afternoon,Weekday
4013,4013,Medialuna,12/30/2016 13:46,Afternoon,Weekday
4014,4014,Coffee,12/30/2016 13:57,Afternoon,Weekday
4015,4015,Medialuna,12/30/2016 13:59,Afternoon,Weekday
4016,4016,Sandwich,12/30/2016 14:09,Afternoon,Weekday
4016,4016,Bread,12/30/2016 14:09,Afternoon,Weekday
4016,4016,Tea,12/30/2016 14:09,Afternoon,Weekday
4016,4016,Cake,12/30/2016 14:09,Afternoon,Weekday
4017,4017,Hot chocolate,12/30/2016 14:17,Afternoon,Weekday
4018,4018,Coffee,12/30/2016 14:19,Afternoon,Weekday
4018,4018,Frittata,12/30/2016 14:19,Afternoon,Weekday
4019,4019,Tea,12/30/2016 14:25,Afternoon,Weekday
4020,4020,Bread,12/30/2016 14:31,Afternoon,Weekday
4020,4020,Tea,12/30/2016 14:31,Afternoon,Weekday
4022,4022,Coffee,12/30/2016 14:59,Afternoon,Weekday
4022,4022,Jammie Dodgers,12/30/2016 14:59,Afternoon,Weekday
4023,4023,Bread,12/30/2016 15:07,Afternoon,Weekday
4023,4023,Coffee,12/30/2016 15:07,Afternoon,Weekday
4023,4023,Coffee,12/30/2016 15:07,Afternoon,Weekday
4024,4024,Coffee,12/30/2016 15:09,Afternoon,Weekday
4024,4024,Coffee,12/30/2016 15:09,Afternoon,Weekday
4024,4024,Jammie Dodgers,12/30/2016 15:09,Afternoon,Weekday
4024,4024,Bread,12/30/2016 15:09,Afternoon,Weekday
4025,4025,Coffee,12/30/2016 15:16,Afternoon,Weekday
4025,4025,Coffee,12/30/2016 15:16,Afternoon,Weekday
4025,4025,Bread,12/30/2016 15:16,Afternoon,Weekday
4026,4026,Coffee,12/30/2016 15:19,Afternoon,Weekday
4026,4026,Hot chocolate,12/30/2016 15:19,Afternoon,Weekday
4026,4026,Jammie Dodgers,12/30/2016 15:19,Afternoon,Weekday
4026,4026,Vegan mincepie,12/30/2016 15:19,Afternoon,Weekday
4026,4026,Cake,12/30/2016 15:19,Afternoon,Weekday
4027,4027,Coffee,12/30/2016 15:37,Afternoon,Weekday
4027,4027,Cookies,12/30/2016 15:37,Afternoon,Weekday
4028,4028,Coffee,12/30/2016 15:44,Afternoon,Weekday
4028,4028,Tea,12/30/2016 15:44,Afternoon,Weekday
4028,4028,Bread,12/30/2016 15:44,Afternoon,Weekday
4029,4029,Coffee,12/30/2016 15:57,Afternoon,Weekday
4030,4030,Bread,12/30/2016 16:25,Afternoon,Weekday
4031,4031,Bread,12/30/2016 16:33,Afternoon,Weekday
4031,4031,Bread,12/30/2016 16:33,Afternoon,Weekday
4032,4032,Tea,12/30/2016 16:37,Afternoon,Weekday
4033,4033,Bread,12/31/2016 8:54,Morning,Weekend
4034,4034,Bread,12/31/2016 9:58,Morning,Weekend
4034,4034,Coffee,12/31/2016 9:58,Morning,Weekend
4035,4035,Bread,12/31/2016 10:00,Morning,Weekend
4035,4035,Jammie Dodgers,12/31/2016 10:00,Morning,Weekend
4035,4035,Hot chocolate,12/31/2016 10:00,Morning,Weekend
4035,4035,Bread,12/31/2016 10:00,Morning,Weekend
4035,4035,Bread,12/31/2016 10:00,Morning,Weekend
4036,4036,Bread,12/31/2016 10:15,Morning,Weekend
4036,4036,Bread,12/31/2016 10:15,Morning,Weekend
4037,4037,Coffee,12/31/2016 10:17,Morning,Weekend
4038,4038,Pastry,12/31/2016 10:21,Morning,Weekend
4039,4039,Tea,12/31/2016 10:26,Morning,Weekend
4040,4040,Bread,12/31/2016 10:27,Morning,Weekend
4040,4040,Coffee,12/31/2016 10:27,Morning,Weekend
4040,4040,Coffee,12/31/2016 10:27,Morning,Weekend
4040,4040,Cookies,12/31/2016 10:27,Morning,Weekend
4041,4041,Bread,12/31/2016 10:41,Morning,Weekend
4042,4042,Coffee,12/31/2016 10:45,Morning,Weekend
4042,4042,Vegan mincepie,12/31/2016 10:45,Morning,Weekend
4043,4043,Tea,12/31/2016 11:11,Morning,Weekend
4044,4044,Coffee,12/31/2016 11:13,Morning,Weekend
4045,4045,Bread,12/31/2016 11:20,Morning,Weekend
4045,4045,Medialuna,12/31/2016 11:20,Morning,Weekend
4046,4046,Farm House,12/31/2016 11:23,Morning,Weekend
4047,4047,Coffee,12/31/2016 11:29,Morning,Weekend
4047,4047,Hot chocolate,12/31/2016 11:29,Morning,Weekend
4047,4047,Vegan mincepie,12/31/2016 11:29,Morning,Weekend
4047,4047,Jammie Dodgers,12/31/2016 11:29,Morning,Weekend
4048,4048,Coffee,12/31/2016 11:38,Morning,Weekend
4048,4048,Coffee,12/31/2016 11:38,Morning,Weekend
4049,4049,Coffee,12/31/2016 11:43,Morning,Weekend
4050,4050,Bread,12/31/2016 11:53,Morning,Weekend
4050,4050,Medialuna,12/31/2016 11:53,Morning,Weekend
4051,4051,Bread,12/31/2016 11:54,Morning,Weekend
4052,4052,Bread,12/31/2016 12:03,Afternoon,Weekend
4053,4053,Bread,12/31/2016 12:05,Afternoon,Weekend
4053,4053,Coffee,12/31/2016 12:05,Afternoon,Weekend
4054,4054,Bread,12/31/2016 12:07,Afternoon,Weekend
4054,4054,Farm House,12/31/2016 12:07,Afternoon,Weekend
4055,4055,Coffee,12/31/2016 12:12,Afternoon,Weekend
4056,4056,Coffee,12/31/2016 12:14,Afternoon,Weekend
4057,4057,Bread,12/31/2016 12:24,Afternoon,Weekend
4057,4057,Tea,12/31/2016 12:24,Afternoon,Weekend
4057,4057,Frittata,12/31/2016 12:24,Afternoon,Weekend
4058,4058,Farm House,12/31/2016 12:25,Afternoon,Weekend
4059,4059,Farm House,12/31/2016 12:32,Afternoon,Weekend
4059,4059,Pastry,12/31/2016 12:32,Afternoon,Weekend
4060,4060,Coffee,12/31/2016 12:36,Afternoon,Weekend
4061,4061,Bread,12/31/2016 12:41,Afternoon,Weekend
4062,4062,Coffee,12/31/2016 13:06,Afternoon,Weekend
4062,4062,Hot chocolate,12/31/2016 13:06,Afternoon,Weekend
4062,4062,Cake,12/31/2016 13:06,Afternoon,Weekend
4063,4063,Scandinavian,12/31/2016 13:07,Afternoon,Weekend
4064,4064,Coffee,12/31/2016 13:13,Afternoon,Weekend
4064,4064,Hot chocolate,12/31/2016 13:13,Afternoon,Weekend
4064,4064,Cake,12/31/2016 13:13,Afternoon,Weekend
4064,4064,Jammie Dodgers,12/31/2016 13:13,Afternoon,Weekend
4064,4064,Bread,12/31/2016 13:13,Afternoon,Weekend
4064,4064,Pastry,12/31/2016 13:13,Afternoon,Weekend
4065,4065,Coffee,12/31/2016 13:15,Afternoon,Weekend
4065,4065,Coffee,12/31/2016 13:15,Afternoon,Weekend
4065,4065,Bread,12/31/2016 13:15,Afternoon,Weekend
4066,4066,Scandinavian,12/31/2016 13:20,Afternoon,Weekend
4067,4067,Coffee,12/31/2016 13:23,Afternoon,Weekend
4067,4067,Coffee,12/31/2016 13:23,Afternoon,Weekend
4067,4067,Coffee,12/31/2016 13:23,Afternoon,Weekend
4067,4067,Sandwich,12/31/2016 13:23,Afternoon,Weekend
4068,4068,Tea,12/31/2016 13:29,Afternoon,Weekend
4068,4068,Tea,12/31/2016 13:29,Afternoon,Weekend
4068,4068,Hot chocolate,12/31/2016 13:29,Afternoon,Weekend
4068,4068,Toast,12/31/2016 13:29,Afternoon,Weekend
4068,4068,Sandwich,12/31/2016 13:29,Afternoon,Weekend
4069,4069,Sandwich,12/31/2016 13:37,Afternoon,Weekend
4069,4069,Tea,12/31/2016 13:37,Afternoon,Weekend
4070,4070,Farm House,12/31/2016 13:49,Afternoon,Weekend
4071,4071,Bread,12/31/2016 13:50,Afternoon,Weekend
4072,4072,Coffee,12/31/2016 13:59,Afternoon,Weekend
4072,4072,Jammie Dodgers,12/31/2016 13:59,Afternoon,Weekend
4073,4073,Coffee,12/31/2016 14:01,Afternoon,Weekend
4074,4074,Bread,12/31/2016 14:02,Afternoon,Weekend
4075,4075,Farm House,12/31/2016 14:10,Afternoon,Weekend
4075,4075,Medialuna,12/31/2016 14:10,Afternoon,Weekend
4076,4076,Coffee,12/31/2016 14:13,Afternoon,Weekend
4077,4077,Tea,12/31/2016 14:15,Afternoon,Weekend
4077,4077,Sandwich,12/31/2016 14:15,Afternoon,Weekend
4078,4078,Cookies,12/31/2016 14:32,Afternoon,Weekend
4078,4078,Tea,12/31/2016 14:32,Afternoon,Weekend
4078,4078,Bread,12/31/2016 14:32,Afternoon,Weekend
4079,4079,Coffee,12/31/2016 14:40,Afternoon,Weekend
4080,4080,Bread,12/31/2016 14:45,Afternoon,Weekend
4081,4081,Coffee,12/31/2016 14:46,Afternoon,Weekend
4081,4081,Bread,12/31/2016 14:46,Afternoon,Weekend
4082,4082,Tea,12/31/2016 14:48,Afternoon,Weekend
4082,4082,Hot chocolate,12/31/2016 14:48,Afternoon,Weekend
4082,4082,Sandwich,12/31/2016 14:48,Afternoon,Weekend
4083,4083,Tea,12/31/2016 14:58,Afternoon,Weekend
4085,4085,Sandwich,12/31/2016 15:06,Afternoon,Weekend
4086,4086,Coffee,12/31/2016 15:20,Afternoon,Weekend
4086,4086,Bread,12/31/2016 15:20,Afternoon,Weekend
4087,4087,Bread,12/31/2016 15:53,Afternoon,Weekend
4088,4088,Tea,12/31/2016 15:54,Afternoon,Weekend
4088,4088,Coke,12/31/2016 15:54,Afternoon,Weekend
4089,4089,Cake,12/31/2016 17:36,Evening,Weekend
4089,4089,Tea,12/31/2016 17:36,Evening,Weekend
4090,4090,Bread,1/1/2017 1:21,Morning,Weekend
4094,4094,Coffee,3/1/2017 9:08,Morning,Weekday
4095,4095,Coffee,3/1/2017 9:14,Morning,Weekday
4095,4095,Toast,3/1/2017 9:14,Morning,Weekday
4096,4096,Farm House,3/1/2017 9:17,Morning,Weekday
4097,4097,Bread,3/1/2017 9:41,Morning,Weekday
4097,4097,Bread,3/1/2017 9:41,Morning,Weekday
4098,4098,Coffee,3/1/2017 10:06,Morning,Weekday
4098,4098,Coffee,3/1/2017 10:06,Morning,Weekday
4099,4099,Coffee,3/1/2017 10:10,Morning,Weekday
4100,4100,Coffee,3/1/2017 10:20,Morning,Weekday
4100,4100,Coffee,3/1/2017 10:20,Morning,Weekday
4100,4100,Toast,3/1/2017 10:20,Morning,Weekday
